"*Product Code","Channel","Notes"
"MEFRBL03","public","Maximise your gym space and keep your medicine balls organised with our Medicine Ball Rack - 5 Ball (Single Sided).

This sleek and compact storage solution is designed to hold up to five medicine balls in a single-sided configuration. The sturdy steel construction ensures durability and stability, while the space-saving design allows for easy placement against a wall or in a corner. Say goodbye to clutter and keep your workout area neat and tidy with our Medicine Ball Rack - 5 Ball (Single Sided)."
"SMPA5BL02","portal","This Medicine Ball Pack is an essential tool for functional training, offering a versatile workout that targets multiple muscle groups. This fitness tool is designed to improve all-round strength, increase power, and improve speed and acceleration. This versatile pack includes a range of weights, from 1/2kg to 1/10kg, providing you with multiple options to challenge yourself and progress your workouts.

High quality textured rubber surface for perfect grip. Hard round shell to replicate ball sports. Rubber weighted centres for better balance. Medicine balls help develop core strength and improve coordination, balance and endurance. With its durable construction, this ball can withstand intense workouts and is perfect for a variety of exercises, such as squats, lunges, and Russian twists. Designed to meet the demands of serious athletes and fitness enthusiasts, add this Medicine Ball Pack to your fitness routine for a challenging and effective workout. *Do not use for slamming.

- Texturised hard rubber shell aids grip
- Rubber weighted centres for stability
- Portable and suited to many training environments
- Weather proof
- Combining black with a bright colour for easy weight identification"
"MMPA5BL02","public","This Medicine Ball Pack is an essential tool for functional training, offering a versatile workout that targets multiple muscle groups. This fitness tool is designed to improve all-round strength, increase power, and improve speed and acceleration. This versatile pack includes a range of weights, from 1/2kg to 1/10kg, providing you with multiple options to challenge yourself and progress your workouts.

High quality textured rubber surface for perfect grip. Hard round shell to replicate ball sports. Rubber weighted centres for better balance. Medicine balls help develop core strength and improve coordination, balance and endurance. With its durable construction, this ball can withstand intense workouts and is perfect for a variety of exercises, such as squats, lunges, and Russian twists. Designed to meet the demands of serious athletes and fitness enthusiasts, add this Medicine Ball Pack to your fitness routine for a challenging and effective workout. *Do not use for slamming.

- Texturised hard rubber shell aids grip
- Rubber weighted centres for stability
- Portable and suited to many training environments
- Weather proof
- Combining black with a bright colour for easy weight identification"
"MBRPMI01","public","Take your workouts to the next level with our Micro Bands (Pack of 4). These versatile resistance bands offer a range of intensities to target different muscle groups and add resistance to your exercises.

Glute training has increased in popularity since the inception of crossfit and functional fitness training. A key product to activate and work your glutes are Micro Bands. The Masterkraft Micro Band Set comes with 4 different resistance levels that cater to various exercises and strength levels. Micro Bands can vary in quality depending on the quality of rubber used and also how they are constructed. The Masterkraft Micro Bands are made from durable snap resistant 100% latex rubber. Each of the 4 different resistance bands in this pack are colour coded to represent the strength level which ranges from 10lb up to 40lb. The lighter bands are perfect for beginners and movements where your feet are not anchored such as side raises while the heavier bands are great for advanced users and exercises where you are in a stronger starting position like squats."
"SBRPMI01","portal","Take your workouts to the next level with our Micro Bands (Pack of 4). These versatile resistance bands offer a range of intensities to target different muscle groups and add resistance to your exercises.

Glute training has increased in popularity since the inception of crossfit and functional fitness training. A key product to activate and work your glutes are Micro Bands. The Masterkraft Micro Band Set comes with 4 different resistance levels that cater to various exercises and strength levels. Micro Bands can vary in quality depending on the quality of rubber used and also how they are constructed. The Masterkraft Micro Bands are made from durable snap resistant 100% latex rubber. Each of the 4 different resistance bands in this pack are colour coded to represent the strength level which ranges from 10lb up to 40lb. The lighter bands are perfect for beginners and movements where your feet are not anchored such as side raises while the heavier bands are great for advanced users and exercises where you are in a stronger starting position like squats."
"MBSADI01","public","Enhance your agility training and mark out your drills with our Mini Disc Cones (Set of 50). These brightly colored cones are perfect for setting up obstacle courses, marking boundaries, or creating training circuits.

Made from durable and flexible plastic, they are designed to withstand intense workouts and outdoor conditions. The compact size makes them easy to carry and store, while the vibrant colors ensure high visibility. Take your training to the next level with our Mini Disc Cones and improve your speed, agility, and coordination.

- Durable, flexible plastic
- High visibility
- Stamd included"
"ABSADI01","public","Enhance your agility training and mark out your drills with our Mini Disc Cones (Set of 50). These brightly colored cones are perfect for setting up obstacle courses, marking boundaries, or creating training circuits.

Made from durable and flexible plastic, they are designed to withstand intense workouts and outdoor conditions. The compact size makes them easy to carry and store, while the vibrant colors ensure high visibility. Take your training to the next level with our Mini Disc Cones and improve your speed, agility, and coordination."
"SBSADI01","portal","Enhance your agility training and mark out your drills with our Mini Disc Cones (Set of 50). These brightly colored cones are perfect for setting up obstacle courses, marking boundaries, or creating training circuits.

Made from durable and flexible plastic, they are designed to withstand intense workouts and outdoor conditions. The compact size makes them easy to carry and store, while the vibrant colors ensure high visibility. Take your training to the next level with our Mini Disc Cones and improve your speed, agility, and coordination.

- Durable, flexible plastic
- High visibility
- Stamd included"
"SEFRACC12","portal","Discover the pinnacle of gym organisation with our Modular Storage Rack - the ultimate solution for decluttering your fitness space. This complete offering includes 2 Dual Pipe Shelves and 2 Flat Shelves, providing unmatched versatility.

With four tiers of adjustable shelves, this rack provides ample space to organize and store dumbbells, kettlebells, medicine balls, and more. Its sturdy construction ensures stability and durability, while the sleek design adds a modern touch to any fitness facility. Upgrade your storage capabilities with this functional and space-saving modular storage rack.

- Features 2 flat shelves for hex dumbbells and kettlebells, and 2 dual pipe shelves for exercise balls including slam balls, medicine balls and wall balls
- Free standing storage designed to neatly store your training gear
- Heavy duty design
- Black powder coating finish"
"SEFRACC06","portal","Discover the pinnacle of gym organisation with our Modular Storage Rack - the ultimate solution for decluttering your fitness space. This complete offering includes 2 Dual Pipe Shelves and 2 Flat Shelves, providing unmatched versatility.

With four tiers of adjustable shelves, this rack provides ample space to organize and store dumbbells, kettlebells, medicine balls, and more. Its sturdy construction ensures stability and durability, while the sleek design adds a modern touch to any fitness facility. Upgrade your storage capabilities with this functional and space-saving modular storage rack.

- Features 2 flat shelves for hex dumbbells and kettlebells, and 2 dual pipe shelves for exercise balls including slam balls, medicine balls and wall balls
- Free standing storage designed to neatly store your training gear
- Heavy duty design
- Black powder coating finish"
"MEFRACC06","public","Discover the pinnacle of gym organisation with our Modular Storage Rack - the ultimate solution for decluttering your fitness space. This complete offering includes 2 Dual Pipe Shelves and 2 Flat Shelves, providing unmatched versatility.

With four tiers of adjustable shelves, this rack provides ample space to organize and store dumbbells, kettlebells, medicine balls, and more. Its sturdy construction ensures stability and durability, while the sleek design adds a modern touch to any fitness facility. Upgrade your storage capabilities with this functional and space-saving modular storage rack.

- Features 2 flat shelves for hex dumbbells and kettlebells, and 2 dual pipe shelves for exercise balls including slam balls, medicine balls and wall balls
- Free standing storage designed to neatly store your training gear
- Heavy duty design
- Black powder coating finish"
"AEFRACC02","public","Elevate your fitness space with our Heavy Duty 2-Tier Modular Storage, perfectly designed for Kettlebells and Dumbbells. Crafted for both form and function, this sleek and robust storage unit offers a dedicated home for your workout essentials.

The most heavy duty functional storage rack on the market. This modular storage rack is space efficient and built strong with 80 x 80 x 4mm gauge steel, so loading up with all of your heavy dumbbells, bumper plates, kettlebells, medicine balls and slam balls isn't an issue. Included are two shelves for kettlebells and dumbbells (second shelf design for exercise balls and bumper plates is also available). This design allows double stacking of two complete racks. Size: 1.2m(L) x 80cm(H) x 40cm(D). With two tiers and a generous 1.2m width, it accommodates a variety of weights, keeping your gym organised and efficient. Constructed with heavy-duty materials, it ensures stability and long-lasting durability. Installation is straightforward, allowing you to create a tidy and accessible workout environment in no time. Whether you're a fitness enthusiast or a pro, our HD 2-Tier Modular Storage Rack is the ideal solution to streamline your fitness space and optimise your workouts. Experience it today!"
"MEFRACC01","public","Elevate your fitness space with our Heavy Duty 2-Tier Modular Storage, perfectly designed for Kettlebells and Dumbbells. Crafted for both form and function, this sleek and robust storage unit offers a dedicated home for your workout essentials.

The most heavy duty functional storage rack on the market. This modular storage rack is space efficient and built strong with 80 x 80 x 4mm gauge steel, so loading up with all of your heavy dumbbells, bumper plates, kettlebells, medicine balls and slam balls isn't an issue. Included are two shelves for kettlebells and dumbbells (second shelf design for exercise balls and bumper plates is also available). This design allows double stacking of two complete racks. Size: 1.2m(L) x 80cm(H) x 40cm(D). With two tiers and a generous 1.2m width, it accommodates a variety of weights, keeping your gym organised and efficient. Constructed with heavy-duty materials, it ensures stability and long-lasting durability. Installation is straightforward, allowing you to create a tidy and accessible workout environment in no time. Whether you're a fitness enthusiast or a pro, our HD 2-Tier Modular Storage Rack is the ideal solution to streamline your fitness space and optimise your workouts. Experience it today!"
"SEFRACC01","portal","Elevate your fitness space with our Heavy Duty 2-Tier Modular Storage, perfectly designed for Kettlebells and Dumbbells. Crafted for both form and function, this sleek and robust storage unit offers a dedicated home for your workout essentials.

The most heavy duty functional storage rack on the market. This modular storage rack is space efficient and built strong with 80 x 80 x 4mm gauge steel, so loading up with all of your heavy dumbbells, bumper plates, kettlebells, medicine balls and slam balls isn't an issue. Included are two shelves for kettlebells and dumbbells (second shelf design for exercise balls and bumper plates is also available). This design allows double stacking of two complete racks. Size: 1.2m(L) x 80cm(H) x 40cm(D). With two tiers and a generous 1.2m width, it accommodates a variety of weights, keeping your gym organised and efficient. Constructed with heavy-duty materials, it ensures stability and long-lasting durability. Installation is straightforward, allowing you to create a tidy and accessible workout environment in no time. Whether you're a fitness enthusiast or a pro, our HD 2-Tier Modular Storage Rack is the ideal solution to streamline your fitness space and optimise your workouts. Experience it today!"
"SEFRACC02","portal","Elevate your fitness space with our Heavy Duty 2-Tier Modular Storage, perfectly designed for Kettlebells and Dumbbells. Crafted for both form and function, this sleek and robust storage unit offers a dedicated home for your workout essentials.

The most heavy duty functional storage rack on the market. This modular storage rack is space efficient and built strong with 80 x 80 x 4mm gauge steel, so loading up with all of your heavy dumbbells, bumper plates, kettlebells, medicine balls and slam balls isn't an issue. Included are two shelves for kettlebells and dumbbells (second shelf design for exercise balls and bumper plates is also available). This design allows double stacking of two complete racks. Size: 2m(L) x 80cm(H) x 40cm(D). With two tiers and a generous 2m width, it accommodates a variety of weights, keeping your gym organised and efficient. Constructed with heavy-duty materials, it ensures stability and long-lasting durability. Installation is straightforward, allowing you to create a tidy and accessible workout environment in no time. Whether you're a fitness enthusiast or a pro, our HD 2-Tier Modular Storage Rack is the ideal solution to streamline your fitness space and optimise your workouts. Experience it today!

- Features 2 heavy duty shelves for hex dumbbells and kettlebells, and training accessories
- Free standing storage designed to neatly store your training gear
- Shelves can be flat or inclined to suit the training equipment being stored
- Heavy duty design
- Black powder coating finish"
"MEFRACC02","public","Elevate your fitness space with our Heavy Duty 2-Tier Modular Storage, perfectly designed for Kettlebells and Dumbbells. Crafted for both form and function, this sleek and robust storage unit offers a dedicated home for your workout essentials.

The most heavy duty functional storage rack on the market. This modular storage rack is space efficient and built strong with 80 x 80 x 4mm gauge steel, so loading up with all of your heavy dumbbells, bumper plates, kettlebells, medicine balls and slam balls isn't an issue. Included are two shelves for kettlebells and dumbbells (second shelf design for exercise balls and bumper plates is also available). This design allows double stacking of two complete racks. Size: 2m(L) x 80cm(H) x 40cm(D). With two tiers and a generous 2m width, it accommodates a variety of weights, keeping your gym organised and efficient. Constructed with heavy-duty materials, it ensures stability and long-lasting durability. Installation is straightforward, allowing you to create a tidy and accessible workout environment in no time. Whether you're a fitness enthusiast or a pro, our HD 2-Tier Modular Storage Rack is the ideal solution to streamline your fitness space and optimise your workouts. Experience it today!

- Features 2 heavy duty shelves for hex dumbbells and kettlebells, and training accessories
- Free standing storage designed to neatly store your training gear
- Shelves can be flat or inclined to suit the training equipment being stored
- Heavy duty design
- Black powder coating finish"
"SEFRACC03","portal","Introducing the Modular Storage Rack Flat Shelf - the versatile solution for decluttering and organising your fitness space. Engineered with functionality in mind, this sleek and sturdy shelf is designed to be used with the Modular Storage Rack Sides to seamlessly integrate into your gym or home workout area.

Crafted from high-quality materials, it ensures durability and reliability to hold your workout gear, from dumbbells to kettlebells and more. The modular design allows you to customise and expand your storage as your fitness collection grows. Easy to install, it transforms your space into an organised and efficient exercise haven. Elevate your fitness environment with the Modular Storage Rack Flat Shelf and experience unmatched convenience today!

- Heavy duty shelf ideal to store and easily access hex dumbbells and kettlebells
- Free standing storage designed to be used in conjunction with the Modular Storage Rack Sides and neatly store your training gear
- Lip on one side edge so your training gear stays put
- Black powder coating finish"
"REFRACC01","portal","Introducing the Modular Storage Rack Flat Shelf - the versatile solution for decluttering and organising your fitness space. Engineered with functionality in mind, this sleek and sturdy shelf is designed to be used with the Modular Storage Rack Sides to seamlessly integrate into your gym or home workout area.

Crafted from high-quality materials, it ensures durability and reliability to hold your workout gear, from dumbbells to kettlebells and more. The modular design allows you to customise and expand your storage as your fitness collection grows. Easy to install, it transforms your space into an organised and efficient exercise haven. Elevate your fitness environment with the Modular Storage Rack Flat Shelf and experience unmatched convenience today!

- Heavy duty shelf ideal to store and easily access hex dumbbells and kettlebells
- Free standing storage designed to be used in conjunction with the Modular Storage Rack Sides and neatly store your training gear
- Lip on one side edge so your training gear stays put
- Black powder coating finish"
"MEFRACC03","public","Introducing the Modular Storage Rack Flat Shelf - the versatile solution for decluttering and organising your fitness space. Engineered with functionality in mind, this sleek and sturdy shelf is designed to be used with the Modular Storage Rack Sides to seamlessly integrate into your gym or home workout area.

Crafted from high-quality materials, it ensures durability and reliability to hold your workout gear, from dumbbells to kettlebells and more. The modular design allows you to customise and expand your storage as your fitness collection grows. Easy to install, it transforms your space into an organised and efficient exercise haven. Elevate your fitness environment with the Modular Storage Rack Flat Shelf and experience unmatched convenience today!

- Heavy duty shelf ideal to store and easily access hex dumbbells and kettlebells
- Free standing storage designed to be used in conjunction with the Modular Storage Rack Sides and neatly store your training gear
- Lip on one side edge so your training gear stays put
- Black powder coating finish"
"SEFRACC04","portal","Introducing the Modular Storage Rack Dual Pipe - the versatile solution for decluttering and organising your fitness space. Engineered with functionality in mind, this sleek and sturdy shelf is designed to be used with the Modular Storage Rack Sides to seamlessly integrate into your gym or home workout area.

Crafted from high-quality materials, it ensures durability and reliability to hold your workout gear, from slam balls, medicine balls, wall balls and more. The modular design allows you to customise and expand your storage as your fitness collection grows. Easy to install, it transforms your space into an organised and efficient exercise haven. Elevate your fitness environment with the Modular Storage Rack Dual Pipe and experience unmatched convenience today!

- Heavy duty dual pipe design ideal to store and easily access exercise balls including slam balls, medicine balls and wall balls
- Free standing storage designed to be used in conjunction with the Modular Storage Rack Sides and neatly store your training gear
- Black powder coating finish"
"REFRACC02","portal","Introducing the Modular Storage Rack Dual Pipe - the versatile solution for decluttering and organising your fitness space. Engineered with functionality in mind, this sleek and sturdy shelf is designed to be used with the Modular Storage Rack Sides to seamlessly integrate into your gym or home workout area.

Crafted from high-quality materials, it ensures durability and reliability to hold your workout gear, from slam balls, medicine balls, wall balls and more. The modular design allows you to customise and expand your storage as your fitness collection grows. Easy to install, it transforms your space into an organised and efficient exercise haven. Elevate your fitness environment with the Modular Storage Rack Dual Pipe and experience unmatched convenience today!

- Heavy duty dual pipe design ideal to store and easily access exercise balls including slam balls, medicine balls and wall balls
- Free standing storage designed to be used in conjunction with the Modular Storage Rack Sides and neatly store your training gear
- Black powder coating finish"
"MEFRACC04","public","Introducing the Modular Storage Rack Dual Pipe - the versatile solution for decluttering and organising your fitness space. Engineered with functionality in mind, this sleek and sturdy shelf is designed to be used with the Modular Storage Rack Sides to seamlessly integrate into your gym or home workout area.

Crafted from high-quality materials, it ensures durability and reliability to hold your workout gear, from slam balls, medicine balls, wall balls and more. The modular design allows you to customise and expand your storage as your fitness collection grows. Easy to install, it transforms your space into an organised and efficient exercise haven. Elevate your fitness environment with the Modular Storage Rack Dual Pipe and experience unmatched convenience today!

- Heavy duty dual pipe design ideal to store and easily access exercise balls including slam balls, medicine balls and wall balls
- Free standing storage designed to be used in conjunction with the Modular Storage Rack Sides and neatly store your training gear
- Black powder coating finish"
"SEFRACC05","portal","Crafted with precision and durability in mind, this versatile rack side allows you to create a customised storage solution tailored to your needs. Its generous 1582mm height offers ample space to accommodateseveral shelves or dual pipe racks and store a variety of workout equipment, from weights to accessories.

Crafted from high-quality materials, it ensures durability and reliability to hold your workout gear. The modular design allows you to customise and expand your storage as your fitness collection grows. Easy to install, it transforms your space into an organised and efficient exercise haven. Elevate your fitness environment with the Modular Storage Rack Sides and experience unmatched convenience today!

- Use in conjunction with the MasterKraft Modular Storage Rack Flat Shelves and Modular Storage Rack Dual Pipe Shelves to store all of your training gear
- Free standing storage designed to neatly store your training gear
- Heavy duty design
- Black powder coating finish"
"MEFRACC05","public","Crafted with precision and durability in mind, this versatile rack side allows you to create a customised storage solution tailored to your needs. Its generous 1582mm height offers ample space to accommodateseveral shelves or dual pipe racks and store a variety of workout equipment, from weights to accessories.

Crafted from high-quality materials, it ensures durability and reliability to hold your workout gear. The modular design allows you to customise and expand your storage as your fitness collection grows. Easy to install, it transforms your space into an organised and efficient exercise haven. Elevate your fitness environment with the Modular Storage Rack Sides and experience unmatched convenience today!

- Use in conjunction with the MasterKraft Modular Storage Rack Flat Shelves and Modular Storage Rack Dual Pipe Shelves to store all of your training gear
- Free standing storage designed to neatly store your training gear
- Heavy duty design
- Black powder coating finish"
"REFRACC03","portal","Crafted with precision and durability in mind, this versatile rack side allows you to create a customised storage solution tailored to your needs. Its generous 1582mm height offers ample space to accommodateseveral shelves or dual pipe racks and store a variety of workout equipment, from weights to accessories.

Crafted from high-quality materials, it ensures durability and reliability to hold your workout gear. The modular design allows you to customise and expand your storage as your fitness collection grows. Easy to install, it transforms your space into an organised and efficient exercise haven. Elevate your fitness environment with the Modular Storage Rack Sides and experience unmatched convenience today!

- Use in conjunction with the MasterKraft Modular Storage Rack Flat Shelves and Modular Storage Rack Dual Pipe Shelves to store all of your training gear
- Free standing storage designed to neatly store your training gear
- Heavy duty design
- Black powder coating finish"
"MSCSSE04","public","Introducing our Multi Press Machine (Selectorized), the ultimate all-in-one solution for upper body strength training.

This versatile machine allows you to target multiple muscle groups, including chest, shoulders, and triceps, with precision. With its user-friendly selectorized system, adjustable seat, and ergonomic handles, you can perform a variety of exercises with ease. Elevate your fitness journey with this durable and efficient machine.

- The MasterKraft Elite Strength Line represents the absolute best quality full commercial rated strength pieces available on the market today
- Expert biomechanics ensure controlled, natural movement, providing an enjoyable experience for all users
- Articulating seats adjust at an angle to ensure optimum positioning and effectiveness for exercisers of all sizes
- Sleek design and quality materials combine for impressive aesthetics.
- Adjustment dials and knobs have a large diameter and are colour coded for easy use and recognition. Seats can also be adjusted with one-hand operation
- 220lb weights stack with 25mm machined cast weight plates"
"AWWLACC02","public","Enhance your weightlifting experience with our Olympic Bar Easy Lock Collars (Pair).

The 50mm Easy-Lock Collar is perfect for use with Olympic barbells. The single-action cam lock securely clamps the collar once positioned on the barbell. Easy release with one hand and fast locking action when changing weight plates makes light work of changing plates during workout classes. Made from durable solid nylon resin."
"RWWLACC02","portal","Enhance your weightlifting experience with our Olympic Bar Easy Lock Collars (Pair).

The 50mm Easy-Lock Collar is perfect for use with Olympic barbells. The single-action cam lock securely clamps the collar once positioned on the barbell. Easy release with one hand and fast locking action when changing weight plates makes light work of changing plates during workout classes. Made from durable solid nylon resin.

- Easy Snap Lock design
- Suitable for Olympic Barbells 50mm in thickness
- Moulded Pressure Pads
- Nylon Resin"
"MWWLACC02","public","Enhance your weightlifting experience with our Olympic Bar Easy Lock Collars (Pair).

The 50mm Easy-Lock Collar is perfect for use with Olympic barbells. The single-action cam lock securely clamps the collar once positioned on the barbell. Easy release with one hand and fast locking action when changing weight plates makes light work of changing plates during workout classes. Made from durable solid nylon resin."
"SWWLACC02","portal","Enhance your weightlifting experience with our Olympic Bar Easy Lock Collars (Pair).

The 50mm Easy-Lock Collar is perfect for use with Olympic barbells. The single-action cam lock securely clamps the collar once positioned on the barbell. Easy release with one hand and fast locking action when changing weight plates makes light work of changing plates during workout classes. Made from durable solid nylon resin."
"AWBBOL03","public","Introducing our premium Olympic Barbell - 15kg, built to support your strength training goals.

This 15kg high alloy steel Olympic barbell is the perfect solution for group fitness weightlifting movements. With an impressive 1500lb capacity, this barbell is designed to handle heavy loads. The knurled grip provides a secure hold, while the smooth spinning sleeves make plate changes seamless. Material: hardened chrome. Shaft: black zinc, 25mm diameter. Needle bearings: 4. Capacity: 1500lbs. Length: 2005mm. Black rubber band around 50mm sleeves with printed MasterKraft logo, and aluminium badge on ends for easy size/capacity identification. Carefully selected fine but very grippy knurling complements the freely rotating sleeves courtesy of 4 needle bearings. Elevate your lifting performance with this high-quality Olympic Barbell."
"RWBBOL01","portal","Introducing our premium Olympic Barbell - 15kg, built to support your strength training goals.

This 15kg high alloy steel Olympic barbell is the perfect solution for group fitness weightlifting movements. With an impressive 1500lb capacity, this barbell is designed to handle heavy loads. The knurled grip provides a secure hold, while the smooth spinning sleeves make plate changes seamless. Material: hardened chrome. Shaft: black zinc, 25mm diameter. Needle bearings: 4. Capacity: 1500lbs. Length: 2005mm. Black rubber band around 50mm sleeves with printed MasterKraft logo, and aluminium badge on ends for easy size/capacity identification. Carefully selected fine but very grippy knurling complements the freely rotating sleeves courtesy of 4 needle bearings. Elevate your lifting performance with this high-quality Olympic Barbell.

- High alloy 15kg steel bar
- Hardened chrome
- Needle bearings: 4
- Knurling finished in black phosphate
- Shaft: 25mm diameter
- Length: 2005mm"
"MWBBOL03","public","Introducing our premium Olympic Barbell - 15kg, built to support your strength training goals.

This 15kg high alloy steel Olympic barbell is the perfect solution for group fitness weightlifting movements. With an impressive 1500lb capacity, this barbell is designed to handle heavy loads. The knurled grip provides a secure hold, while the smooth spinning sleeves make plate changes seamless. Material: hardened chrome. Shaft: black zinc, 25mm diameter. Needle bearings: 4. Capacity: 1500lbs. Length: 2005mm. Black rubber band around 50mm sleeves with printed MasterKraft logo, and aluminium badge on ends for easy size/capacity identification. Carefully selected fine but very grippy knurling complements the freely rotating sleeves courtesy of 4 needle bearings. Elevate your lifting performance with this high-quality Olympic Barbell."
"SWBBOL03","portal","Introducing our premium Olympic Barbell - 15kg, built to support your strength training goals.

This 15kg high alloy steel Olympic barbell is the perfect solution for group fitness weightlifting movements. With an impressive 1500lb capacity, this barbell is designed to handle heavy loads. The knurled grip provides a secure hold, while the smooth spinning sleeves make plate changes seamless. Material: hardened chrome. Shaft: black zinc, 25mm diameter. Needle bearings: 4. Capacity: 1500lbs. Length: 2005mm. Black rubber band around 50mm sleeves with printed MasterKraft logo, and aluminium badge on ends for easy size/capacity identification. Carefully selected fine but very grippy knurling complements the freely rotating sleeves courtesy of 4 needle bearings. Elevate your lifting performance with this high-quality Olympic Barbell."
"RWBBOL02","portal","Unleash your strength and power with our Olympic Barbell - 20kg, designed to withstand heavy lifting.

This 20kg high alloy steel Olympic barbell is the perfect solution for group fitness weightlifting movements. With an impressive 2000lb capacity, this barbell is designed to handle heavy loads. The knurled grip provides a secure hold, while the smooth spinning sleeves make plate changes seamless. Material: hardened chrome. Shaft: black zinc, 28mm diameter. Needle bearings: 8. Capacity: 2000lbs. Length: 2200mm. Black rubber band around 50mm sleeves with printed MasterKraft logo, and aluminium badge on ends for easy size/capacity identification. Carefully selected fine but very grippy knurling complements the freely rotating sleeves courtesy of 8 needle bearings. Elevate your lifting performance with this high-quality Olympic Barbell.

- High alloy 20kg steel bar
- Hardened chrome
- Needle bearings: 8
- Knurling finished in black phosphate
- Shaft: 28mm diameter
- Length: 2200mm"
"MWBBOL04","public","Unleash your strength and power with our Olympic Barbell - 20kg, designed to withstand heavy lifting.

This 20kg high alloy steel Olympic barbell is the perfect solution for group fitness weightlifting movements. With an impressive 2000lb capacity, this barbell is designed to handle heavy loads. The knurled grip provides a secure hold, while the smooth spinning sleeves make plate changes seamless. Material: hardened chrome. Shaft: black zinc, 28mm diameter. Needle bearings: 8. Capacity: 2000lbs. Length: 2200mm. Black rubber band around 50mm sleeves with printed MasterKraft logo, and aluminium badge on ends for easy size/capacity identification. Carefully selected fine but very grippy knurling complements the freely rotating sleeves courtesy of 8 needle bearings. Elevate your lifting performance with this high-quality Olympic Barbell."
"SWBBOL04","portal","Unleash your strength and power with our Olympic Barbell - 20kg, designed to withstand heavy lifting.

This 20kg high alloy steel Olympic barbell is the perfect solution for group fitness weightlifting movements. With an impressive 2000lb capacity, this barbell is designed to handle heavy loads. The knurled grip provides a secure hold, while the smooth spinning sleeves make plate changes seamless. Material: hardened chrome. Shaft: black zinc, 28mm diameter. Needle bearings: 8. Capacity: 2000lbs. Length: 2200mm. Black rubber band around 50mm sleeves with printed MasterKraft logo, and aluminium badge on ends for easy size/capacity identification. Carefully selected fine but very grippy knurling complements the freely rotating sleeves courtesy of 8 needle bearings. Elevate your lifting performance with this high-quality Olympic Barbell."
"MWBBOL02","public","Unleash your inner athlete with our Olympic Barbell - 7ft Chrome, designed to withstand rigorous weightlifting sessions.

This 20kg 7ft Olympic barbell is the perfect solution to master your technique in a gym, studio, or home setup. This barbell is not designed for Olympic lifting or to be dropped during use. With a 1000lb capacity, this multipurpose barbell is designed to handle heavy loads. The knurled grip provides a secure hold, while the controlled rotation provides a un1que feel and firm grip."
"SWBBOL02","portal","Unleash your inner athlete with our Olympic Barbell - 7ft Chrome, designed to withstand rigorous weightlifting sessions.

This 20kg 7ft Olympic barbell is the perfect solution to master your technique in a gym, studio, or home setup. This barbell is not designed for Olympic lifting or to be dropped during use. With a 1000lb capacity, this multipurpose barbell is designed to handle heavy loads. The knurled grip provides a secure hold, while the controlled rotation provides a un1que feel and firm grip."
"MWBBOL01","public","Introducing our Olympic EZ Curl Bar, a must-have for bicep and tricep workouts.

This specialised barbell is ergonomically designed with a unique angled shape to reduce strain on your wrists and elbows. Made from high-quality steel with a durable chrome finish, it ensures long-lasting performance. Enhance your arm workouts with this versatile and comfortable curl bar."
"SWBBOL01","portal","Introducing our Olympic EZ Curl Bar, a must-have for bicep and tricep workouts.

This specialised barbell is ergonomically designed with a unique angled shape to reduce strain on your wrists and elbows. Made from high-quality steel with a durable chrome finish, it ensures long-lasting performance. Enhance your arm workouts with this versatile and comfortable curl bar."
"MWBBOL05","public","Experience the power and precision of our Olympic Hex Deadlift Barbell with 350mm loadable sleeves.

Designed specifically for deadlifts, this robust barbell features a hexagonal shape to prevent rolling and optimise stability. The diamond shaped Olympic trap bar effectively loads the weight around you and provides a more natural hand position for shoulder shrugs and deadlifts. Carefully selected fine but very grippy knurling. With 350mm loadable sleeves, you can customise your weight for progressive strength training. Shaft diameter: 28mm. Sleeve diameter: 50.1mm. Sleeve length: Extended 350mm plate loading for heavier lifting. Distance between handles: 650mm. Distance from front to back handles: 565mm. Total length: 163cm. Capacity: 400kgs. Weight: 21.5kgs. Elevate your deadlifts with this specialised barbell built for performance and durability."
"MWBBOL06","public","Introducing our Olympic Hex Deadlift Barbell with 400mm loadable sleeves, designed to take your deadlifts to the next level.

Crafted for optimal performance, this barbell features a hexagonal shape for enhanced stability and control. With 400mm loadable sleeves, you can add or remove weight plates to customize your workout intensity. Designed specifically for deadlifts, shrugs and squats, this robust barbell features a hexagonal shape to prevent rolling and optimise stability. The diamond shaped Olympic trap bar effectively loads the weight around you and provides a more natural hand position for shoulder shrugs and deadlifts. Carefully selected fine but very grippy knurling. With 400mm loadable sleeves, you can customise your weight for progressive strength training. Shaft diameter: 28mm. Sleeve diameter: 50.1mm. Sleeve length: Extended 400mm plate loading for heavier lifting. Total length: 163cm. Capacity: 400kgs. Weight: 21.5kgs. Unleash your strength and conquer your deadlift goals with this durable and versatile barbell."
